Numero de Solicitud,Gerencia,Estado,Fecha AutorizaciOn,Fecha de Cierre Cancelacion,Rango Ponderacion,Puntaje,Esfuerzo,Grupo Principal de Desarrollo,Fecha Asignacion
SOL000433,PROCESOS Y ORGANIZACION,Cerrado,21/05/2019,30/07/2019,Alto,5.74,M,CUENTAS Y PLAZO FIJO,
SOL000432,PROCESOS Y ORGANIZACION,Asignado,21/05/2019,,Medio Alto,3.19,S,TARJETAS,
SOL000431,PRODUCTOS,Asignado,21/05/2019,,Medio Alto,3.89,,PROYECTOS TRADICIONALES,21/08/2019
SOL000430,INTELIGENCIA COMERCIAL,Cerrado,20/05/2019,,Medio Alto,4.9,,BIP CANAL,04/06/2019
SOL000429,SOPORTE DEL NEGOCIO,Asignado,20/05/2019,,Muy Bajo,0.48,,ATM / IB / BE,07/06/2019
SOL000428,SOPORTE DEL NEGOCIO,En Redefinicion,20/05/2019,,Bajo,1.5,,,
SOL000427,BANCA INSTITUCIONAL,Desarrollo,17/05/2019,,Medio Alto,3.85,,BIP CANAL,15/07/2019
SOL000426,PROCESOS Y ORGANIZACION,Asignado,17/05/2019,,Muy Bajo,0.18,M,INTRANET,
SOL000425,MERCADO DE CAPITALES,Asignado,17/05/2019,,Medio Bajo,2.82,,TITULOS,
SOL000424,CONTADURIA,Cancelado,17/05/2019,17/05/2019,Bajo,1.48,,CONTABILIDAD,
SOL000423,CONTADURIA,Cerrado,17/05/2019,14/06/2019,Medio Bajo,1.71,,IMPUESTOS,
SOL000422,CONTADURIA,Cerrado,17/05/2019,16/09/2019,Medio Bajo,2.6,,DATANET / INTERBANKING,
SOL000421,PROCESOS Y ORGANIZACION,Cerrado,16/05/2019,22/07/2019,Medio Bajo,1.7,,CUENTAS Y PLAZO FIJO,
SOL000420,ASUNTOS JUDICIALES,Prueba,16/05/2019,,Bajo,0.72,,MORA EMERIX,
SOL000419,RECUPERO DE DEUDAS,Validacion,16/05/2019,,Medio Bajo,2.58,,INTERNET / MOBILE,
SOL000418,RECUPERO DE DEUDAS,Validacion,16/05/2019,,Medio Alto,3.04,,BIP CANAL,
SOL000417,RECUPERO DE DEUDAS,En Redefinicion,16/05/2019,,Medio Bajo,1.59,,ATM / IB / BE,
SOL000416,PROCESOS Y ORGANIZACION,Cancelado,14/05/2019,14/05/2019,Muy Bajo,0.5,,REMEDY,
SOL000415,BANCA INSTITUCIONAL,Cerrado,13/05/2019,10/06/2019,Muy Bajo,0.5,,BIP CANAL,
SOL000414,PRODUCTOS,Cerrado,13/05/2019,,Bajo,0.93,,BIP CANAL,
SOL000413,NEGOCIOS FINANCIEROS,Desarrollo,10/05/2019,,Bajo,1.27,L,SISTEMA DE GESTION INTERNA,22/08/2019
SOL000412,PROCESOS Y ORGANIZACION,Asignado,10/05/2019,,Bajo,1,S,INTERNET / MOBILE,
SOL000411,PROCESOS Y ORGANIZACION,Asignado,16/05/2019,,Medio Bajo,1.67,,BIP CANAL,
SOL000410,NEGOCIOS FINANCIEROS,Desarrollo,09/05/2019,,Medio Alto,3.15,,CUENTAS Y PLAZO FIJO,
SOL000409,NEGOCIOS FINANCIEROS,Prueba,09/05/2019,,Medio Alto,4.85,,CUENTAS Y PLAZO FIJO,
SOL000408,NEGOCIOS FINANCIEROS,Asignado,09/05/2019,,Bajo,1.23,M,OPERACIONES FINANCIERAS,
SOL000407,GESTION DE RIESGOS,Cerrado,08/05/2019,,Medio Bajo,2.1,S,CAPITALES MINIMOS,
SOL000406,GESTION DE RIESGOS,Asignado,08/05/2019,,Medio Bajo,2.1,,TITULOS,
SOL000405,GESTION DE RIESGOS,Cerrado,08/05/2019,27/06/2019,Medio Bajo,2.1,S,CAPITALES MINIMOS,
SOL000404,SEGMENTOS,En Redefinicion,07/05/2019,,Medio Alto,4.01,,ATM / IB / BE,
SOL000403,PRODUCTOS,Cancelado,07/05/2019,22/05/2019,Medio Alto,3.31,,BIP CANAL,
SOL000402,PRODUCTOS,Asignado,06/05/2019,,Medio Alto,4.86,,BIP CANAL,
SOL000401,PROCESOS Y ORGANIZACION,Cerrado,03/05/2019,02/08/2019,Medio Alto,3.66,M,PRESTAMOS,
SOL000400,PROCESOS Y ORGANIZACION,Cerrado,03/05/2019,14/05/2019,Medio Alto,3.66,,PRESTAMOS,
SOL000399,PRODUCTOS,Prueba,26/04/2019,,Medio Alto,4.55,,ATM / IB / BE,
SOL000398,PRODUCTOS,Cerrado,25/04/2019,,Medio Alto,4.92,,CUENTAS Y PLAZO FIJO,
SOL000397,SOPORTE DEL NEGOCIO,Prueba,25/04/2019,,Bajo,1.03,,CUENTAS Y PLAZO FIJO,05/07/2019
SOL000396,PRODUCTOS,Cancelado,25/04/2019,26/04/2019,Muy Bajo,0.32,,PRESTAMOS,
SOL000395,PRODUCTOS EMPRESAS,Cerrado,24/04/2019,24/09/2019,Alto,6.75,,SUCURSALES BACK END,
SOL000394,ANALISIS CREDITICIO,Cancelado,24/04/2019,08/05/2019,Medio Bajo,1.94,,SCORING,
SOL000393,ANALISIS CREDITICIO,Asignado,24/04/2019,,Medio Bajo,2.52,L,SCORING,
SOL000392,PROCESOS Y ORGANIZACION,Cerrado,23/04/2019,,Medio Bajo,2.59,,BIP CANAL,
SOL000391,PROCESOS Y ORGANIZACION,Cerrado,17/04/2019,26/09/2019,Bajo,1.46,,CONTRATACIONES,
SOL000390,PROCESOS Y ORGANIZACION,Desarrollo,17/04/2019,,Muy Bajo,0.48,,BIP CANAL,
SOL000389,PRODUCTOS,Cerrado,22/05/2019,25/09/2019,Medio Alto,4.56,M,PRESTAMOS,25/09/2019
SOL000388,PRODUCTOS,Cerrado,16/04/2019,,Medio Alto,3.58,,BIP CANAL,
SOL000387,CONTADURIA,Desarrollo,15/04/2019,,Medio Alto,4.75,L,CAPRI,
SOL000386,PRODUCTOS EMPRESAS,Cerrado,11/04/2019,15/07/2019,Medio Alto,3.78,M,MEDIOS DE PAGOS,
SOL000385,PRODUCTOS EMPRESAS,Cerrado,11/04/2019,15/07/2019,Medio Alto,3.78,S,MEDIOS DE PAGOS,
SOL000384,PROCESOS Y ORGANIZACION,Cerrado,10/04/2019,01/07/2019,Medio Bajo,1.66,XS,PRESTAMOS,
SOL000383,PROCESOS Y ORGANIZACION,Cancelado,10/04/2019,02/10/2019,Medio Bajo,1.52,,SUCURSALES BACK END,17/09/2019
SOL000382,PRODUCTOS,Desarrollo,09/04/2019,,Medio Bajo,1.8,,BIP CANAL,
SOL000381,PROCESOS Y ORGANIZACION,Cerrado,08/04/2019,25/07/2019,Medio Bajo,2.31,,SUCURSALES BACK END,
SOL000380,BANCA PyME,Cerrado,08/04/2019,25/06/2019,Muy Bajo,0.32,,CHEQUES Y DESCUENTO DE DOCUMENTOS,
SOL000379,PRODUCTOS EMPRESAS,En Redefinicion,08/04/2019,,Medio Bajo,1.72,,PRESTAMOS,
SOL000378,PRODUCTOS EMPRESAS,Asignado,08/04/2019,,Bajo,1.4,L,PRESTAMOS,01/07/2019
SOL000377,BANCA INSTITUCIONAL,Cerrado,23/04/2019,06/06/2019,Medio Alto,4.99,,IMPUESTOS,
SOL000376,CONTADURIA,Desarrollo,08/05/2019,,Medio Bajo,2.8,,REGIMENES INFORMATIVOS,24/06/2019
SOL000375,SOPORTE DEL NEGOCIO,Cerrado,03/04/2019,18/09/2019,Medio Bajo,1.92,,PAGOS Y SERVICIOS,
SOL000374,SOPORTE DEL NEGOCIO,Cerrado,29/03/2019,19/06/2019,Medio Alto,3.11,,PAGOS Y SERVICIOS,19/06/2019
SOL000373,MERCADO DE CAPITALES,Validacion,04/04/2019,,Alto,5.81,,BIP CANAL,
SOL000372,MERCADO DE CAPITALES,Asignado,11/06/2019,,Alto,5.81,,INTERNET / MOBILE,11/06/2019
SOL000371,RECUPERO DE DEUDAS,En Redefinicion,28/03/2019,,Medio Bajo,1.95,M,TARJETAS,
SOL000370,CONTADURIA,Cerrado,28/03/2019,02/07/2019,Muy Bajo,0.18,,CAPRI,
SOL000369,PRODUCTOS,Cerrado,28/03/2019,30/04/2019,Medio Alto,3.44,,INTERNET / MOBILE,
SOL000368,RED COMERCIAL,En Redefinicion,17/04/2019,,Medio Alto,3.69,,INTERNET / MOBILE,
SOL000367,PRODUCTOS EMPRESAS,Cerrado,08/04/2019,11/06/2019,Medio Bajo,1.86,,INTRANET,
SOL000366,RECUPERO DE DEUDAS,Desarrollo,22/03/2019,,Medio Alto,3.39,,MORA EMERIX,
SOL000365,BANCA INSTITUCIONAL,Cerrado,21/03/2019,23/04/2019,Medio Alto,3.42,,PAGOS Y SERVICIOS,
SOL000364,GESTION DE LAS PERSONAS,Cerrado,21/03/2019,17/04/2019,Bajo,0.9,S,INTRANET,
SOL000363,PRODUCTOS EMPRESAS,Cancelado,22/03/2019,04/04/2019,Medio Alto,4.29,,,
SOL000362,BANCA HIPOTECARIA,Cerrado,19/03/2019,01/07/2019,Medio Bajo,2.2,S,PRESTAMOS,
SOL000361,BANCA INSTITUCIONAL,Cerrado,18/03/2019,17/05/2019,Medio Bajo,1.52,,TARJETAS,
SOL000360,BANCA INSTITUCIONAL,En Redefinicion,18/03/2019,,Muy Bajo,0,,PAGOS Y SERVICIOS,
SOL000359,ASUNTOS JUDICIALES,Cancelado,18/03/2019,19/03/2019,Alto,7.2,,CUENTAS Y PLAZO FIJO,
SOL000358,GESTION DE RIESGOS,En Redefinicion,07/05/2019,,Medio Bajo,2.1,M,REGIMENES INFORMATIVOS,
SOL000357,RECUPERO DE DEUDAS,Asignado,18/03/2019,,Medio Alto,3.97,,MORA EMERIX,
SOL000356,CONTADURIA,Desarrollo,15/03/2019,,Medio Bajo,2.6,,REGIMENES INFORMATIVOS,16/09/2019
SOL000355,GESTION DE LAS PERSONAS,Cancelado,15/03/2019,18/03/2019,Medio Bajo,2.28,,,
SOL000354,SOPORTE DEL NEGOCIO,Desarrollo,27/03/2019,,Medio Bajo,2.33,S,PAGOS Y SERVICIOS,
SOL000353,PRODUCTOS EMPRESAS,Asignado,08/05/2019,,Alto,5.7,,PROYECTOS TRADICIONALES,
SOL000352,PRODUCTOS EMPRESAS,Asignado,13/03/2019,,Alto,6.68,,BIP CANAL,08/08/2019
SOL000351,PRODUCTOS EMPRESAS,En Redefinicion,13/03/2019,,Medio Bajo,2.59,,,
SOL000350,INTELIGENCIA COMERCIAL,Cerrado,08/03/2019,19/04/2019,Medio Alto,4.28,,BIP CANAL,
SOL000349,PRODUCTOS,Cerrado,07/03/2019,22/04/2019,Alto,5.16,S,PRESTAMOS,
SOL000348,PRODUCTOS EMPRESAS,Cerrado,07/03/2019,16/07/2019,Alto,5.7,,CHEQUES Y DESCUENTO DE DOCUMENTOS,05/06/2019
SOL000347,MERCADO DE CAPITALES,Asignado,28/02/2019,,Muy Bajo,0.32,,TITULOS,
SOL000346,GESTION DE RIESGOS,Desarrollo,28/02/2019,,Medio Bajo,2.1,,CAPITALES MINIMOS,
SOL000345,SOPORTE DEL NEGOCIO,Cerrado,28/02/2019,15/04/2019,Medio Bajo,2.56,,PAGOS Y SERVICIOS,
SOL000344,CUMPLIMIENTO REGULATORIO,Cerrado,28/02/2019,,Bajo,1.1,S,REGIMENES INFORMATIVOS,
SOL000343,MERCADO DE CAPITALES,Desarrollo,22/02/2019,,Alto,5.81,,BIP CANAL,
SOL000342,MERCADO DE CAPITALES,Validacion,22/02/2019,,Alto,5.81,,INTERNET / MOBILE,
SOL000341,MERCADO DE CAPITALES,Cancelado,22/02/2019,20/03/2019,Alto,5.81,,INTERNET / MOBILE,
SOL000340,PRODUCTOS,Cerrado,22/02/2019,22/04/2019,Medio Bajo,1.98,S,SISTEMA DE GESTION INTERNA,
SOL000339,PRODUCTOS,Cerrado,22/02/2019,22/04/2019,Medio Bajo,1.98,S,BIP CANAL,
SOL000338,BANCA AGROPECUARIA,Prueba,22/02/2019,,Alto,5.09,,BIP CANAL,
SOL000337,PRODUCTOS,Cancelado,22/02/2019,22/02/2019,Medio Alto,3.04,,CONVENIOS,
SOL000336,PROCESOS Y ORGANIZACION,Asignado,19/02/2019,,Bajo,0.9,,INTRANET,
SOL000335,PRODUCTOS,Cancelado,19/02/2019,19/02/2019,Alto,7.4,,CONVENIOS,
SOL000334,BANCA INSTITUCIONAL,Cerrado,18/02/2019,27/08/2019,Muy Bajo,0.1,S,PAGOS Y SERVICIOS,
SOL000333,BANCA INSTITUCIONAL,Desarrollo,15/02/2019,,Bajo,1.37,S,PAGOS Y SERVICIOS,
SOL000332,BANCA INSTITUCIONAL,Cancelado,15/02/2019,26/03/2019,Medio Alto,3.33,,TARJETAS,
SOL000331,CONTADURIA,En Redefinicion,13/02/2019,,Medio Alto,3.87,,,
SOL000330,CONTADURIA,Validacion,13/02/2019,,Medio Bajo,2.79,,,
SOL000329,PROCESOS Y ORGANIZACION,Desarrollo,13/02/2019,,Bajo,1.2,,BIP SUCURSALES,
SOL000328,PRODUCTOS EMPRESAS,Asignado,13/02/2019,,Medio Bajo,2.6,,PROCAMPO - PACTAR,10/06/2019
SOL000327,BANCA INSTITUCIONAL,Cerrado,12/02/2019,17/05/2019,Medio Bajo,1.52,,TARJETAS,
SOL000326,BANCA INSTITUCIONAL,Validacion,21/03/2019,,Medio Bajo,2.75,,BIP CANAL,
SOL000325,RED COMERCIAL,Cerrado,12/02/2019,09/08/2019,Bajo,1.04,,CUENTAS Y PLAZO FIJO,
SOL000324,TRANSFORMACION DIGITAL E INNOVACION,Asignado,08/02/2019,,Alto,6.54,,BIP SUCURSALES,
SOL000323,RECUPERO DE DEUDAS,En Redefinicion,07/02/2019,,Medio Bajo,2.42,,TARJETAS,
SOL000322,PRODUCTOS,Cerrado,06/02/2019,02/05/2019,Medio Bajo,2.58,,CUENTAS Y PLAZO FIJO,
SOL000321,PRODUCTOS,En Redefinicion,06/02/2019,,Medio Bajo,2.58,,ATM / IB / BE,
SOL000320,PRODUCTOS EMPRESAS,Desarrollo,28/05/2019,,Medio Alto,3.32,XS,INTERNET / MOBILE,
SOL000319,RECUPERO DE DEUDAS,Cancelado,11/02/2019,27/05/2019,Medio Alto,3.54,,COORDINACION TRANSVERSALES,
SOL000318,RECUPERO DE DEUDAS,Cancelado,05/02/2019,19/02/2019,Bajo,0.56,,TARJETAS,
SOL000317,MERCADO DE CAPITALES,Asignado,04/02/2019,,Medio Bajo,2.72,,TITULOS,
SOL000316,PRODUCTOS,Cerrado,04/02/2019,15/04/2019,Medio Bajo,1.52,,CONTRATACIONES,
SOL000315,MARKETING,Cerrado,01/02/2019,07/03/2019,Medio Alto,3.68,,INTERNET / MOBILE,
SOL000314,GESTION DE LAS PERSONAS,Desarrollo,01/02/2019,,Bajo,1.32,M,META 4,
SOL000313,SEGMENTOS,En Redefinicion,30/01/2019,,Medio Alto,3.35,,CUENTAS Y PLAZO FIJO,
SOL000312,SEGMENTOS,En Redefinicion,28/01/2019,,Medio Alto,3.2,,CUENTAS Y PLAZO FIJO,
SOL000311,PRODUCTOS,Cancelado,25/01/2019,07/02/2019,Medio Bajo,2.9,,INTERNET / MOBILE,
SOL000310,SEGMENTOS,Cancelado,25/01/2019,06/02/2019,Medio Alto,3.54,,,
SOL000309,MERCADO DE CAPITALES,Asignado,25/01/2019,,Medio Alto,3.88,,TITULOS,
SOL000308,COMUNICACION INSTITUCIONAL,Cerrado,23/01/2019,20/08/2019,Bajo,1.46,M,SISTEMA DE GESTION INTERNA,
SOL000307,DICTAMENES,Asignado,24/05/2019,,Medio Alto,3.28,,PROYECTOS TRADICIONALES,11/07/2019
SOL000306,PRODUCTOS,Cerrado,23/01/2019,26/08/2019,Medio Bajo,2.98,M,PRESTAMOS,
SOL000305,PRODUCTOS,Cerrado,23/01/2019,26/08/2019,Medio Bajo,2.8,S,PRESTAMOS,
SOL000304,SOPORTE DEL NEGOCIO,Cerrado,23/01/2019,29/03/2019,Medio Bajo,2.91,,PAGOS Y SERVICIOS,
SOL000303,SEGMENTOS,En Redefinicion,23/01/2019,,Medio Alto,3.1,,CUENTAS Y PLAZO FIJO,
SOL000302,PRODUCTOS,Cerrado,22/01/2019,01/10/2019,Medio Bajo,2.99,S,CUENTAS Y PLAZO FIJO,09/08/2019
SOL000301,PROCESOS Y ORGANIZACION,Cerrado,22/01/2019,30/04/2019,Medio Bajo,2.02,,CONTRATACIONES,
SOL000300,PROCESOS Y ORGANIZACION,Prueba,22/01/2019,,Medio Bajo,2.1,L,SISTEMA DE GESTION INTERNA,
SOL000299,PROCESOS Y ORGANIZACION,Asignado,22/01/2019,,Medio Bajo,2.1,,MORA EMERIX,
SOL000298,PROCESOS Y ORGANIZACION,Asignado,22/01/2019,,Medio Bajo,2.1,,MORA EMERIX,
SOL000297,PROCESOS Y ORGANIZACION,Cerrado,22/01/2019,,Medio Bajo,2.1,L,SISTEMA DE GESTION INTERNA,
SOL000296,PROCESOS Y ORGANIZACION,Asignado,22/01/2019,,Medio Bajo,2.1,,TESORERIA,
SOL000295,PROCESOS Y ORGANIZACION,Asignado,22/01/2019,,Medio Bajo,2.1,,AUDITORIA,
SOL000294,PROCESOS Y ORGANIZACION,Asignado,22/01/2019,,Medio Bajo,2.1,M,CRM,
SOL000293,PROCESOS Y ORGANIZACION,Asignado,22/01/2019,,Medio Bajo,2.1,L,SISTEMA DE GESTION INTERNA,
SOL000292,SOPORTE DEL NEGOCIO,Cancelado,22/01/2019,27/05/2019,Muy Bajo,0.32,,SISTEMA DE GESTION INTERNA,
SOL000291,PRODUCTOS,Prueba,18/01/2019,,Bajo,1.48,L,TARJETAS,
SOL000290,RED COMERCIAL,Desarrollo,18/01/2019,,Medio Bajo,1.52,,SUCURSALES BACK END,
SOL000289,TRANSFORMACION DIGITAL E INNOVACION,Prueba,18/01/2019,,Alto,6.25,,ATM / IB / BE,
SOL000288,TRANSFORMACION DIGITAL E INNOVACION,Prueba,15/01/2019,,Alto,8.95,M,INFRAESTRUCTURA Y SERVICIOS,
SOL000287,PRODUCTOS,Cerrado,14/01/2019,19/02/2019,Medio Alto,3.04,,CONTRATACIONES,
SOL000286,ASUNTOS JUDICIALES,Desarrollo,10/01/2019,,Medio Alto,4.92,,CUENTAS Y PLAZO FIJO,
SOL000285,SOPORTE DEL NEGOCIO,Cancelado,10/01/2019,10/01/2019,Medio Bajo,2.92,,,
SOL000284,BANCA INSTITUCIONAL,Cancelado,10/01/2019,26/03/2019,Medio Bajo,2.5,L,TARJETAS,
SOL000283,RED COMERCIAL,Cancelado,09/01/2019,18/01/2019,Bajo,0.96,,,
SOL000282,RED COMERCIAL,Cancelado,09/01/2019,18/01/2019,Bajo,1.28,,,
SOL000281,INTELIGENCIA COMERCIAL,Asignado,08/01/2019,,Medio Alto,4.9,,BIP SUCURSALES,
SOL000280,INTELIGENCIA COMERCIAL,Cerrado,08/01/2019,20/03/2019,Medio Alto,4.9,,BIP CANAL,
SOL000279,MERCADO DE CAPITALES,Cancelado,07/01/2019,28/03/2019,Medio Alto,3.25,,DATAWAREHOUSE,
SOL000278,MERCADO DE CAPITALES,Cancelado,07/01/2019,19/02/2019,Medio Bajo,2.76,,,
SOL000277,CONTADURIA,Cerrado,14/03/2019,03/06/2019,Medio Bajo,2.9,,DATAWAREHOUSE,
SOL000276,CONTADURIA,Cerrado,04/01/2019,13/08/2019,Medio Bajo,1.85,L,REGIMENES INFORMATIVOS,
SOL000275,PRODUCTOS,Asignado,04/01/2019,,Medio Bajo,2.85,,TARJETAS AGIL,
SOL000274,BANCA AGROPECUARIA,Cerrado,04/01/2019,19/03/2019,Medio Alto,4.94,,INTERNET / MOBILE,
SOL000273,CONTADURIA,Cancelado,04/01/2019,01/04/2019,Bajo,0.55,,CAPRI,
SOL000272,RECUPERO DE DEUDAS,Cerrado,02/01/2019,09/01/2019,Medio Bajo,2.75,,MORA EMERIX,
SOL000271,SEGMENTOS,Cerrado,28/12/2018,01/04/2019,Medio Bajo,2.87,,BIP CANAL,
SOL000270,MERCADO DE CAPITALES,Asignado,27/12/2018,,Medio Bajo,1.52,,TITULOS,
SOL000269,PRODUCTOS,Cerrado,27/12/2018,07/03/2019,Medio Alto,4.92,,INTERNET / MOBILE,
SOL000268,CANALES,Cerrado,27/12/2018,03/04/2019,Medio Alto,3.7,,SCORING,
SOL000267,CANALES,Cerrado,27/12/2018,03/04/2019,Medio Alto,4.5,,PRESTAMOS,
SOL000266,MERCADO DE CAPITALES,Asignado,26/12/2018,,Medio Bajo,3,,TITULOS,
SOL000265,CONTADURIA,Cerrado,26/12/2018,01/03/2019,Medio Bajo,2.33,S,IMPUESTOS,
SOL000264,PRODUCTOS,Cancelado,21/12/2018,10/01/2019,Medio Alto,4.2,,TARJETAS,
SOL000263,MERCADO DE CAPITALES,Cerrado,20/12/2018,14/06/2019,Bajo,0.97,S,INTRANET,
SOL000262,PRODUCTOS EMPRESAS,Cerrado,19/12/2018,27/02/2019,Medio Alto,3.08,,BIP SUCURSALES,
SOL000261,MERCADO DE CAPITALES,Asignado,18/12/2018,,Medio Alto,4.12,M,TITULOS,
SOL000260,PRODUCTOS,Cerrado,18/12/2018,11/04/2019,Medio Bajo,2.33,XS,PRESTAMOS,
SOL000259,,Cancelado,14/12/2018,14/12/2018,Alto,6.49,,,
SOL000258,SOPORTE DEL NEGOCIO,Cerrado,14/12/2018,11/07/2019,Medio Alto,4.22,S,CHEQUES Y DESCUENTO DE DOCUMENTOS,
SOL000257,COMERCIO EXTERIOR,Desarrollo,14/12/2018,,Alto,6.49,,BIP CANAL,
SOL000256,TRANSFORMACION DIGITAL E INNOVACION,Cerrado,14/12/2018,02/08/2019,Alto,6.28,XL,TARJETAS,
SOL000255,CONTADURIA,Desarrollo,12/12/2018,,Medio Alto,3.37,S,TARJETAS,
SOL000254,PRODUCTOS EMPRESAS,Cerrado,11/12/2018,04/03/2019,Medio Alto,3.08,,CUENTAS Y PLAZO FIJO,
SOL000253,,Cancelado,11/12/2018,10/01/2019,Medio Bajo,2.33,,IMPUESTOS,
SOL000252,PROCESOS Y ORGANIZACION,Asignado,11/12/2018,,Medio Bajo,2.92,,BIP CANAL,
SOL000251,PRODUCTOS,Prueba,11/12/2018,,Medio Bajo,2.06,S,CUENTAS Y PLAZO FIJO,
SOL000250,PROCESOS Y ORGANIZACION,Asignado,11/12/2018,,Medio Bajo,2.04,M,INTRANET,
SOL000249,PROCESOS Y ORGANIZACION,Prueba,10/12/2018,,Medio Bajo,1.78,M,PRESTAMOS,
SOL000248,PREVENCION DEL LAVADO DE ACTIVOS,Asignado,10/12/2018,,Bajo,1.12,,CUENTAS Y PLAZO FIJO,15/08/2019
SOL000247,CANALES,Prueba,07/12/2018,,Alto,5.83,,BIP CANAL,
SOL000246,CANALES,Validacion,07/12/2018,,Bajo,1.36,,BIP CANAL,
SOL000245,PROCESOS Y ORGANIZACION,Cerrado,07/12/2018,04/01/2019,Medio Bajo,1.8,,BIP CANAL,
SOL000244,PRODUCTOS,Cerrado,07/12/2018,25/09/2019,Medio Alto,3.6,S,TARJETAS,
SOL000243,ASUNTOS JUDICIALES,Cancelado,06/12/2018,13/12/2018,Medio Alto,3.2,,CUENTAS Y PLAZO FIJO,
SOL000242,ASUNTOS JUDICIALES,Cancelado,06/12/2018,29/01/2019,Alto,8.44,,SOJ - OFICIOS JUDICIALES,
SOL000241,MERCADO DE CAPITALES,Asignado,04/12/2018,,Bajo,1.25,L,TITULOS,
SOL000240,RED COMERCIAL,Cancelado,03/12/2018,13/12/2018,Medio Bajo,1.98,,CUENTAS Y PLAZO FIJO,
SOL000239,PRODUCTOS,Cerrado,29/11/2018,17/04/2019,Medio Bajo,2.37,XS,TARJETAS,
SOL000238,CANALES,Desarrollo,29/11/2018,,Bajo,1.5,,BIP CANAL,
SOL000237,PRODUCTOS EMPRESAS,Asignado,29/04/2019,,Medio Bajo,2.7,,BIP CANAL,
SOL000236,PRODUCTOS EMPRESAS,En Redefinicion,28/11/2018,,Medio Alto,3.5,,,
SOL000235,PRODUCTOS EMPRESAS,En Redefinicion,28/11/2018,,Medio Alto,4.78,,,
SOL000234,PRODUCTOS,Cerrado,26/11/2018,21/02/2019,Muy Bajo,0.32,XS,PRESTAMOS,
SOL000233,PRODUCTOS,Cancelado,26/11/2018,29/04/2019,Muy Bajo,0.32,,CUENTAS Y PLAZO FIJO,
SOL000232,PRODUCTOS,Cancelado,26/11/2018,12/12/2018,Bajo,0.99,,BIP CANAL,
SOL000231,ASUNTOS JUDICIALES,Cancelado,26/11/2018,13/12/2018,Bajo,1.1,,CUENTAS Y PLAZO FIJO,
SOL000230,ASUNTOS JUDICIALES,Cancelado,26/11/2018,13/12/2018,Bajo,1.1,,CUENTAS Y PLAZO FIJO,
SOL000229,ASUNTOS JUDICIALES,Cancelado,26/11/2018,01/08/2019,Bajo,0.78,,CUENTAS Y PLAZO FIJO,
SOL000228,ASUNTOS JUDICIALES,Validacion,26/11/2018,,Medio Alto,4.2,,CUENTAS Y PLAZO FIJO,
SOL000227,ASUNTOS JUDICIALES,Cancelado,26/11/2018,04/04/2019,Bajo,1.27,,IMPUESTOS,
SOL000226,PROCESOS Y ORGANIZACION,Asignado,22/11/2018,,Medio Bajo,2.64,,BIP CANAL,
SOL000225,PRODUCTOS,Prueba,22/11/2018,,Alto,6.92,L,PRESTAMOS,
SOL000224,SOPORTE DEL NEGOCIO,Cancelado,16/11/2018,05/02/2019,Medio Bajo,2.5,,PAGOS Y SERVICIOS,
SOL000223,PROCESOS Y ORGANIZACION,Cerrado,15/11/2018,01/03/2019,Bajo,1.32,,CONTABILIDAD,
SOL000222,PRODUCTOS EMPRESAS,Cerrado,13/11/2018,31/05/2019,Bajo,1.08,L,PRESTAMOS,
SOL000221,RECUPERO DE DEUDAS,Cerrado,12/11/2018,26/03/2019,Bajo,0.72,,MORA EMERIX,
SOL000220,RECUPERO DE DEUDAS,Cerrado,08/11/2018,26/08/2019,Medio Alto,3.05,L,COBRANZAS,
SOL000219,PRODUCTOS,Asignado,02/11/2018,,Bajo,0.63,,BIP CANAL,
SOL000218,MERCADO DE CAPITALES,Asignado,02/11/2018,,Bajo,0.98,M,OPERACIONES FINANCIERAS,
SOL000217,SOPORTE DEL NEGOCIO,Asignado,02/11/2018,,Medio Bajo,1.71,M,PAGOS Y SERVICIOS,02/10/2019
SOL000216,MERCADO DE CAPITALES,Cerrado,31/10/2018,23/01/2019,Alto,5.08,,TITULOS,
SOL000215,CONTADURIA,Cancelado,30/10/2018,04/06/2019,Medio Bajo,2.33,,IMPUESTOS,
SOL000214,RECUPERO DE DEUDAS,Cancelado,29/10/2018,09/08/2019,Medio Bajo,1.58,,MORA EMERIX,
SOL000213,RECUPERO DE DEUDAS,Asignado,29/10/2018,,Medio Bajo,1.85,L,COBRANZAS,
SOL000212,RECUPERO DE DEUDAS,Cerrado,29/10/2018,28/11/2018,Bajo,1.22,,MORA EMERIX,
SOL000211,RECUPERO DE DEUDAS,Cancelado,29/10/2018,12/11/2018,Medio Bajo,2.1,,TARJETAS,
SOL000210,PRODUCTOS,Cerrado,26/10/2018,05/07/2019,Medio Bajo,2.02,L,TARJETAS,
SOL000209,BANCA INSTITUCIONAL,Cancelado,26/10/2018,30/10/2018,Muy Bajo,0.4,,,
SOL000208,PRODUCTOS EMPRESAS,Cerrado,25/10/2018,09/04/2019,Medio Bajo,2.76,,CUENTAS Y PLAZO FIJO,
SOL000207,MERCADO DE CAPITALES,Desarrollo,25/10/2018,,Medio Bajo,2.91,,TITULOS,
SOL000206,PROCESOS Y ORGANIZACION,Cerrado,25/10/2018,16/08/2019,Alto,5.08,,BIP SUCURSALES,
SOL000205,BANCA AGROPECUARIA,Asignado,23/10/2018,,Medio Alto,4.21,S,INTERNET / MOBILE,
